SYST-MOR-0007161.bam	macrocarpa_PLM
SYST-MOR-0007162.bam	sinuata
SYST-MOR-0007163.bam	macrocarpa_PLM
SYST-MOR-0007164.bam	macrocarpa_PLM
SYST-MOR-0007165.bam	xxx
SYST-MOR-0007166.bam	sinuata
SYST-MOR-0007167.bam	sinuata
SYST-MOR-0007168.bam	macrocarpa_PLM
SYST-MOR-0007169.bam	xxx
SYST-MOR-0007170.bam	xxx
SYST-MOR-0007171.bam	macrocarpa_CHS
SYST-MOR-0007172.bam	xxx
SYST-MOR-0007173.bam	stellata
SYST-MOR-0007174.bam	macrocarpa_CHS
SYST-MOR-0007175.bam	xxx
SYST-MOR-0007176.bam	macrocarpa_CHS
SYST-MOR-0007177.bam	macrocarpa_CHS
SYST-MOR-0007178.bam	sinuata
SYST-MOR-0007179.bam	macrocarpa_CHS
SYST-MOR-0007180.bam	xxx
SYST-MOR-0007181.bam	macrocarpa_RCA
SYST-MOR-0007182.bam	xxx
SYST-MOR-0007183.bam	macrocarpa_RCA
SYST-MOR-0007184.bam	xxx
SYST-MOR-0007185.bam	bicolor
SYST-MOR-0007186.bam	xxx
SYST-MOR-0007187.bam	xxx
SYST-MOR-0007188.bam	macrocarpa_RCA
SYST-MOR-0007189.bam	xxx
SYST-MOR-0007190.bam	macrocarpa_RCA
SYST-MOR-0007191.bam	xxx
SYST-MOR-0007192.bam	xxx
SYST-MOR-0007193.bam	macrocarpa_RCA
SYST-MOR-0007194.bam	xxx
SYST-MOR-0007195.bam	xxx
SYST-MOR-0007196.bam	bicolor
SYST-MOR-0007197.bam	xxx
SYST-MOR-0007198.bam	xxx
SYST-MOR-0007199.bam	xxx
SYST-MOR-0007200.bam	xxx
SYST-MOR-0007201.bam	xxx
SYST-MOR-0007202.bam	xxx
SYST-MOR-0007203.bam	xxx
SYST-MOR-0007204.bam	xxx
SYST-MOR-0007205.bam	muehlenbergii
SYST-MOR-0007206.bam	macrocarpa_TYL
SYST-MOR-0007207.bam	macrocarpa_TYL
SYST-MOR-0007208.bam	macrocarpa_TYL
SYST-MOR-0007209.bam	xxx
SYST-MOR-0007210.bam	xxx
SYST-MOR-0007211.bam	xxx
SYST-MOR-0007212.bam	bicolor
SYST-MOR-0007213.bam	xxx
SYST-MOR-0007214.bam	xxx
SYST-MOR-0007215.bam	muehlenbergii
SYST-MOR-0007216.bam	xxx
SYST-MOR-0007217.bam	xxx
SYST-MOR-0007218.bam	xxx
SYST-MOR-0007219.bam	macrocarpa_BLR
SYST-MOR-0007220.bam	macrocarpa_BLR
SYST-MOR-0007221.bam	macrocarpa_LCP
SYST-MOR-0007222.bam	macrocarpa_LCP
SYST-MOR-0007223.bam	xxx
SYST-MOR-0007224.bam	xxx
SYST-MOR-0007225.bam	xxx
SYST-MOR-0007226.bam	xxx
SYST-MOR-0007227.bam	xxx
SYST-MOR-0007228.bam	xxx
SYST-MOR-0007229.bam	xxx
SYST-MOR-0007230.bam	xxx
SYST-MOR-0007231.bam	xxx
SYST-MOR-0007232.bam	xxx
SYST-MOR-0007233.bam	xxx
SYST-MOR-0007234.bam	xxx
SYST-MOR-0007235.bam	xxx
SYST-MOR-0007236.bam	xxx
SYST-MOR-0007237.bam	xxx
SYST-MOR-0007238.bam	xxx
SYST-MOR-0007239.bam	montana
SYST-MOR-0007240.bam	montana
SYST-MOR-0007241.bam	macrocarpa_CHB
SYST-MOR-0007242.bam	macrocarpa_CHB
SYST-MOR-0007243.bam	macrocarpa_CHB
SYST-MOR-0007244.bam	xxx
SYST-MOR-0007245.bam	xxx
SYST-MOR-0007246.bam	macrocarpa_CHB
SYST-MOR-0007247.bam	macrocarpa_CHB
SYST-MOR-0007248.bam	xxx
SYST-MOR-0007249.bam	xxx
SYST-MOR-0007250.bam	xxx
SYST-MOR-0007251.bam	macrocarpa_CDR
SYST-MOR-0007252.bam	macrocarpa_CDR
SYST-MOR-0007253.bam	macrocarpa_CDR
SYST-MOR-0007254.bam	macrocarpa_CDR
