,sample,alb,biclyr,lob,mac,micmon,muepri,sinstemar,pureCount,hybCount,hyb,sinstemar_1,muepri_1,alb_1,biclyr_1,lob_1,mac1_1,mac2_1,micmon_1,macComb,
404,SYST-MOR-0007103,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
405,SYST-MOR-0007104,hybrid?,none,none,hybrid?,none,hybrid?,none,0,3,hybrid,1.50E-05,0.911423,0.039151,1.00E-05,1.00E-05,0.00685,0.042532,1.00E-05,0.049382,TRUE
406,SYST-MOR-0007105,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.999928,1.00E-05,1.00E-05,1.00E-05,1.20E-05,1.00E-05,2.20E-05,TRUE
407,SYST-MOR-0007106,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.983275,1.00E-05,1.00E-05,1.00E-05,0.016665,1.00E-05,1.00E-05,0.016675,FALSE
408,SYST-MOR-0007107,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.994283,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.005657,1.00E-05,0.005667,FALSE
409,SYST-MOR-0007108,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.991629,1.00E-05,1.00E-05,1.00E-05,0.008311,1.00E-05,1.00E-05,0.008321,FALSE
410,SYST-MOR-0007109,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,0.004229,0.995711,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
411,SYST-MOR-0007110,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.987974,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.011966,1.00E-05,0.011976,FALSE
412,SYST-MOR-0007111,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.994678,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.005262,1.00E-05,0.005272,FALSE
413,SYST-MOR-0007112,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,0.008038,0.081612,1.00E-05,0.11548,0.79483,1.00E-05,0.91031,TRUE
414,SYST-MOR-0007113,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.999922,1.80E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
415,SYST-MOR-0007114,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,0.06362,0.020636,1.00E-05,0.170514,0.745191,1.00E-05,0.915705,TRUE
416,SYST-MOR-0007115,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.028098,1.00E-05,0.090101,0.88175,1.00E-05,0.971851,TRUE
417,SYST-MOR-0007116,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.02208,1.00E-05,0.038428,0.939443,1.00E-05,0.977871,TRUE
418,SYST-MOR-0007117,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,1.00E-05,0.043459,1.30E-05,0.093588,0.8629,1.00E-05,0.956488,TRUE
419,SYST-MOR-0007118,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,0.003749,0.005319,0.019364,1.20E-05,1.20E-05,0.971524,1.00E-05,0.971536,TRUE
420,SYST-MOR-0007119,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,1.00E-05,0.104378,1.00E-05,0.072096,0.823476,1.00E-05,0.895572,TRUE
421,SYST-MOR-0007120,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
422,SYST-MOR-0007121,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
423,SYST-MOR-0007122,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
424,SYST-MOR-0007123,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,1.00E-05,0.05728,1.00E-05,0.153334,0.789336,1.00E-05,0.94267,TRUE
425,SYST-MOR-0007124,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,0.007261,0.217152,1.00E-05,0.092134,0.683414,1.00E-05,0.775548,TRUE
426,SYST-MOR-0007125,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
427,SYST-MOR-0007126,none,hybrid?,none,pure?,none,none,none,1,1,uncertain hybrid,1.00E-05,1.00E-05,1.00E-05,0.036655,1.00E-05,0.102871,0.860424,1.00E-05,0.963295,TRUE
428,SYST-MOR-0007127,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,0.006299,0.104005,1.00E-05,0.092481,0.797175,1.00E-05,0.889656,TRUE
429,SYST-MOR-0007128,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
430,SYST-MOR-0007129,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
431,SYST-MOR-0007130,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
432,SYST-MOR-0007131,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
433,SYST-MOR-0007132,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
434,SYST-MOR-0007133,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
435,SYST-MOR-0007134,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,2.00E-05,1.00E-05,0.99992,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
436,SYST-MOR-0007135,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
437,SYST-MOR-0007136,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
438,SYST-MOR-0007137,none,hybrid?,none,pure?,none,none,none,1,1,uncertain hybrid,1.00E-05,1.00E-05,1.00E-05,0.024268,1.50E-05,0.954513,0.021164,1.00E-05,0.975677,TRUE
439,SYST-MOR-0007138,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
440,SYST-MOR-0007139,none,none,none,none,none,none,pure?,1,0,pure,0.999924,1.00E-05,1.00E-05,1.00E-05,1.60E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
441,SYST-MOR-0007140,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
442,SYST-MOR-0007141,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
443,SYST-MOR-0007142,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
444,SYST-MOR-0007143,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
445,SYST-MOR-0007144,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
446,SYST-MOR-0007145,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
447,SYST-MOR-0007146,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.017269,1.00E-05,0.982671,1.00E-05,1.00E-05,0.982681,TRUE
448,SYST-MOR-0007147,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
449,SYST-MOR-0007148,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
450,SYST-MOR-0007149,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
451,SYST-MOR-0007150,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.025095,1.00E-05,0.974845,1.00E-05,1.00E-05,0.974855,TRUE
452,SYST-MOR-0007151,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.013951,1.00E-05,0.985989,1.00E-05,1.00E-05,0.985999,TRUE
453,SYST-MOR-0007152,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
454,SYST-MOR-0007153,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
455,SYST-MOR-0007154,none,none,none,none,pure?,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.70E-05,1.00E-05,1.00E-05,0.999923,2.00E-05,FALSE
456,SYST-MOR-0007155,none,none,none,none,pure?,none,none,1,0,pure,1.00E-05,1.00E-05,0.000354,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999586,2.00E-05,FALSE
457,SYST-MOR-0007156,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
458,SYST-MOR-0007157,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
459,SYST-MOR-0007158,none,none,none,none,none,none,pure?,1,0,pure,0.992636,0.007236,1.00E-05,1.00E-05,1.00E-05,7.70E-05,1.00E-05,1.00E-05,8.70E-05,FALSE
460,SYST-MOR-0007159,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
461,SYST-MOR-0007160,none,none,none,none,hybrid?,none,hybrid?,0,2,hybrid,0.649363,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.350577,2.00E-05,FALSE
462,SYST-MOR-0007161,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
463,SYST-MOR-0007162,none,none,none,none,hybrid?,none,hybrid?,0,2,hybrid,0.638394,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.361546,2.00E-05,FALSE
464,SYST-MOR-0007163,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
465,SYST-MOR-0007164,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
466,SYST-MOR-0007165,none,none,none,none,hybrid?,none,hybrid?,0,2,hybrid,0.617921,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.382019,2.00E-05,FALSE
467,SYST-MOR-0007166,none,none,none,none,hybrid?,none,hybrid?,0,2,hybrid,0.590489,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.409451,2.00E-05,FALSE
468,SYST-MOR-0007167,none,none,none,none,hybrid?,none,hybrid?,0,2,hybrid,0.628667,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.371273,2.00E-05,FALSE
469,SYST-MOR-0007168,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
470,SYST-MOR-0007169,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
471,SYST-MOR-0007170,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
472,SYST-MOR-0007171,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
473,SYST-MOR-0007172,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
474,SYST-MOR-0007173,none,none,none,none,none,none,pure?,1,0,pure,0.999929,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.10E-05,1.00E-05,2.10E-05,FALSE
475,SYST-MOR-0007174,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
476,SYST-MOR-0007175,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
477,SYST-MOR-0007176,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
478,SYST-MOR-0007177,none,none,none,pure?,none,none,none,1,0,pure,0.005164,0.006393,1.00E-05,1.00E-05,1.00E-05,0.988393,1.00E-05,1.00E-05,0.988403,FALSE
479,SYST-MOR-0007178,none,none,none,none,hybrid?,none,hybrid?,0,2,hybrid,0.609028,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.390912,2.00E-05,FALSE
480,SYST-MOR-0007179,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
481,SYST-MOR-0007180,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
482,SYST-MOR-0007181,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.181161,0.818779,1.00E-05,0.99994,TRUE
483,SYST-MOR-0007182,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
484,SYST-MOR-0007183,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.10E-05,1.00E-05,1.00E-05,1.00E-05,0.200634,0.799305,1.00E-05,0.999939,TRUE
485,SYST-MOR-0007184,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
486,SYST-MOR-0007185,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
487,SYST-MOR-0007186,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
488,SYST-MOR-0007187,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.962533,1.00E-05,1.00E-05,0.037407,1.00E-05,0.037417,TRUE
489,SYST-MOR-0007188,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.19784,0.8021,1.00E-05,0.99994,TRUE
490,SYST-MOR-0007189,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
491,SYST-MOR-0007190,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.059902,0.940038,1.00E-05,0.99994,TRUE
492,SYST-MOR-0007191,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,1.00E-05,0.453928,1.00E-05,0.038833,0.507189,1.00E-05,0.546022,TRUE
493,SYST-MOR-0007192,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99469,1.00E-05,1.00E-05,0.00525,1.00E-05,1.00E-05,0.00526,TRUE
494,SYST-MOR-0007193,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.178911,0.821029,1.00E-05,0.99994,TRUE
495,SYST-MOR-0007194,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
496,SYST-MOR-0007195,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
497,SYST-MOR-0007196,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
498,SYST-MOR-0007197,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
499,SYST-MOR-0007198,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
500,SYST-MOR-0007199,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
501,SYST-MOR-0007200,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.001819,1.00E-05,1.00E-05,0.681124,0.317007,1.00E-05,0.998131,TRUE
502,SYST-MOR-0007201,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
503,SYST-MOR-0007202,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.999917,1.60E-05,1.70E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
504,SYST-MOR-0007203,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
505,SYST-MOR-0007204,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
506,SYST-MOR-0007205,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
507,SYST-MOR-0007206,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.621516,0.378424,1.00E-05,0.99994,TRUE
508,SYST-MOR-0007207,none,none,none,pure?,none,none,none,1,0,pure,1.20E-05,0.003662,1.00E-05,1.00E-05,1.00E-05,0.36584,0.630447,1.00E-05,0.996287,TRUE
509,SYST-MOR-0007208,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.47955,0.52039,1.00E-05,0.99994,TRUE
510,SYST-MOR-0007209,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
511,SYST-MOR-0007210,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.999928,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.20E-05,1.00E-05,2.20E-05,FALSE
512,SYST-MOR-0007211,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
513,SYST-MOR-0007212,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
514,SYST-MOR-0007213,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
515,SYST-MOR-0007214,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
516,SYST-MOR-0007215,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
517,SYST-MOR-0007216,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
518,SYST-MOR-0007217,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.999802,1.00E-05,1.00E-05,1.00E-05,0.000138,1.00E-05,0.000148,TRUE
519,SYST-MOR-0007218,hybrid?,none,none,none,none,hybrid?,none,0,2,hybrid,1.00E-05,0.49025,0.496806,1.00E-05,1.20E-05,0.010784,0.002118,1.00E-05,0.012902,TRUE
520,SYST-MOR-0007219,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.584052,0.415888,1.00E-05,0.99994,TRUE
521,SYST-MOR-0007220,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.691269,0.308671,1.00E-05,0.99994,TRUE
522,SYST-MOR-0007221,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,0.004028,1.00E-05,1.00E-05,1.00E-05,0.772845,0.223077,1.00E-05,0.995922,TRUE
523,SYST-MOR-0007222,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.695567,0.304373,1.00E-05,0.99994,TRUE
524,SYST-MOR-0007223,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
525,SYST-MOR-0007224,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
526,SYST-MOR-0007225,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
527,SYST-MOR-0007226,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
528,SYST-MOR-0007227,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
529,SYST-MOR-0007228,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
530,SYST-MOR-0007229,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
531,SYST-MOR-0007230,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
532,SYST-MOR-0007231,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
533,SYST-MOR-0007232,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
534,SYST-MOR-0007233,none,none,none,pure?,none,none,none,1,0,pure,1.10E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.687261,0.312677,1.00E-05,0.999938,TRUE
535,SYST-MOR-0007234,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
536,SYST-MOR-0007235,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
537,SYST-MOR-0007236,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
538,SYST-MOR-0007237,hybrid?,none,none,none,none,none,none,0,1,uncertain pure,0.017525,1.00E-05,0.966156,1.00E-05,0.01627,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
539,SYST-MOR-0007238,none,none,none,none,pure?,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,2.00E-05,FALSE
