File	Sample	samtools	readsmapped	read1	read2	properly_paired	pairsmapped	singleton	mateondifcsome	mateHQondifcsome (mapQ>=5)
SYST-MOR-0007247.bam	SYST-MOR-0007247	samtools 1.21	94467072	47684177	46782895	73366156	87576416	6890656	4841552	1526020
SYST-MOR-0007248.bam	SYST-MOR-0007248	samtools 1.21	87015375	43846000	43169375	68977780	80769092	6246283	4049160	1347176
SYST-MOR-0007249.bam	SYST-MOR-0007249	samtools 1.21	104335988	52562784	51773204	83854468	97040654	7295334	4473856	1466024
SYST-MOR-0007250.bam	SYST-MOR-0007250	samtools 1.21	93527020	47145741	46381279	74568084	86656122	6870898	4111682	1317678
SYST-MOR-0007251.bam	SYST-MOR-0007251	samtools 1.21	121239930	61032362	60207568	100077904	112690968	8548962	4604352	1442258
SYST-MOR-0006738.bam	SYST-MOR-0006738	samtools 1.21	101051066	51046400	50004666	77161912	93198878	7852188	5797802	1819399
SYST-MOR-0007252.bam	SYST-MOR-0007252	samtools 1.21	110950956	55712898	55238058	101509730	104922418	6028538	1523610	416512
SYST-MOR-0007253.bam	SYST-MOR-0007253	samtools 1.21	121217962	60987857	60230105	104863396	113618136	7599826	3337564	1005226
SYST-MOR-0007254.bam	SYST-MOR-0007254	samtools 1.21	120661933	60771909	59890024	100656800	112670038	7991895	4266956	1353571
SYST-MOR-0007255.bam	SYST-MOR-0007255	samtools 1.21	117428951	59166922	58262029	96847004	109438114	7990837	4454456	1422052
SYST-MOR-0007256.bam	SYST-MOR-0007256	samtools 1.21	81785580	41214463	40571117	66126016	75970094	5815486	3374164	1111131
SYST-MOR-0007257.bam	SYST-MOR-0007257	samtools 1.21	21668639	10949423	10719216	15941248	20029552	1639087	1341236	446849
SYST-MOR-0007258.bam	SYST-MOR-0007258	samtools 1.21	107240428	53902799	53337629	91145136	99932588	7307840	3252204	1000457
SYST-MOR-0007259.bam	SYST-MOR-0007259	samtools 1.21	102562923	51663526	50899397	83215124	95331250	7231673	4171584	1348584
SYST-MOR-0007260.bam	SYST-MOR-0007260	samtools 1.21	104337586	52334698	52002888	97305826	99393666	4943920	965102	242507
SYST-MOR-0007357.bam	SYST-MOR-0007357	samtools 1.21	101828208	51225886	50602322	83613788	95125606	6702602	4130078	1339725
SYST-MOR-0006739.bam	SYST-MOR-0006739	samtools 1.21	110010423	55427941	54582482	90319852	102341360	7669063	4258742	1339977
SYST-MOR-0007358.bam	SYST-MOR-0007358	samtools 1.21	113234465	57031779	56202686	91132852	105444440	7790025	4972158	1662624
SYST-MOR-0007359.bam	SYST-MOR-0007359	samtools 1.21	95055824	47954220	47101604	75544142	88055170	7000654	4374616	1456404
SYST-MOR-0007360.bam	SYST-MOR-0007360	samtools 1.21	76876615	38763155	38113460	61981884	71493754	5382861	3344320	1111530
SYST-MOR-0007361.bam	SYST-MOR-0007361	samtools 1.21	92199583	46361035	45838548	76525758	85935472	6264111	3374478	1066902
SYST-MOR-0007362.bam	SYST-MOR-0007362	samtools 1.21	104703182	52769865	51933317	85254272	97047212	7655970	4244648	1376544
SYST-MOR-0007363.bam	SYST-MOR-0007363	samtools 1.21	86053310	43231889	42821421	74311530	80514240	5539070	2374776	747216
SYST-MOR-0007364.bam	SYST-MOR-0007364	samtools 1.21	117744004	59299962	58444042	96498036	109426724	8317280	4609758	1510193
SYST-MOR-0007365.bam	SYST-MOR-0007365	samtools 1.21	107627603	54108086	53519517	92849314	100842018	6785585	2957850	928532
SYST-MOR-0007366.bam	SYST-MOR-0007366	samtools 1.21	105299811	52998755	52301056	87811456	98482156	6817655	3866652	1208861
SYST-MOR-0007367.bam	SYST-MOR-0007367	samtools 1.21	79856166	40199910	39656256	65225956	74630944	5225222	3356640	1077560
SYST-MOR-0006740.bam	SYST-MOR-0006740	samtools 1.21	99488688	50088440	49400248	83395580	92569722	6918966	3441082	1073899
SYST-MOR-0007368.bam	SYST-MOR-0007368	samtools 1.21	75096714	37756263	37340451	64523406	70372196	4724518	2222092	690386
SYST-MOR-0007369.bam	SYST-MOR-0007369	samtools 1.21	97169736	48869810	48299926	81711736	90559584	6610152	3251976	1067758
SYST-MOR-0007370.bam	SYST-MOR-0007370	samtools 1.21	101441552	51051071	50390481	85104390	94437278	7004274	3451986	1115777
SYST-MOR-0007371.bam	SYST-MOR-0007371	samtools 1.21	132794577	66782536	66012041	112423890	123925470	8869107	4385480	1364592
SYST-MOR-0007372.bam	SYST-MOR-0007372	samtools 1.21	98471085	49455135	49015950	85582638	92215974	6255111	2632458	800986
SYST-MOR-0007373.bam	SYST-MOR-0007373	samtools 1.21	143110697	71950995	71159702	122580194	134067888	9042809	4304550	1342422
SYST-MOR-0007374.bam	SYST-MOR-0007374	samtools 1.21	102216191	51470173	50746018	86615010	95865300	6350891	3373494	1020522
SYST-MOR-0007375.bam	SYST-MOR-0007375	samtools 1.21	102196628	51412377	50784251	87205712	95603634	6592994	3132442	946918
SYST-MOR-0007376.bam	SYST-MOR-0007376	samtools 1.21	85801615	43101120	42700495	74900256	80388594	5413021	2153112	644809
SYST-MOR-0007377.bam	SYST-MOR-0007377	samtools 1.21	95455724	48040317	47415407	80937542	88961730	6493994	3087052	968113
SYST-MOR-0006741.bam	SYST-MOR-0006741	samtools 1.21	99862955	50422482	49440473	78182320	92451318	7411637	4885648	1577367
SRR14632928.bam	SRR14632928	samtools 1.21	158743914	80699879	78044035	115932998	145842290	12901624	12606378	4171582
SYST-MOR-0007378.bam	SYST-MOR-0007378	samtools 1.21	80510656	40503432	40007224	69296966	75150578	5360078	2255296	688407
SYST-MOR-0007379.bam	SYST-MOR-0007379	samtools 1.21	69098577	34713137	34385440	60559198	64782438	4316139	1678986	498813
SYST-MOR-0007380.bam	SYST-MOR-0007380	samtools 1.21	104182899	52247054	51935845	94659846	98330208	5852691	1606534	447715
SYST-MOR-0007381.bam	SYST-MOR-0007381	samtools 1.21	175119233	88045267	87073966	151820354	164052334	11066899	4612064	1442894
SYST-MOR-0007382.bam	SYST-MOR-0007382	samtools 1.21	99913534	50245296	49668238	86148918	93579066	6334468	2850860	875737
SYST-MOR-0007383.bam	SYST-MOR-0007383	samtools 1.21	101481650	51101093	50380557	84767094	94464508	7017142	3519712	1103563
SYST-MOR-0007384.bam	SYST-MOR-0007384	samtools 1.21	98679662	49720235	48959427	81968114	91895602	6784060	3686840	1146496
SYST-MOR-0007385.bam	SYST-MOR-0007385	samtools 1.21	91197174	45994309	45202865	76770560	84773404	6423770	2989708	882640
SYST-MOR-0007386.bam	SYST-MOR-0007386	samtools 1.21	92013327	46271953	45741374	78941650	85968672	6044655	2649820	823270
SYST-MOR-0007387.bam	SYST-MOR-0007387	samtools 1.21	88677608	44581791	44095817	76700264	83080602	5597006	2475432	723991
SYST-MOR-0006742.bam	SYST-MOR-0006742	samtools 1.21	122551436	62087065	60464371	98188784	112337662	10213774	5156692	1434520
SYST-MOR-0007388.bam	SYST-MOR-0007388	samtools 1.21	96124779	48213699	47911080	89414332	91467362	4657417	972916	239620
SYST-MOR-0007389.bam	SYST-MOR-0007389	samtools 1.21	156082441	78437429	77645012	137860972	146786662	9295779	3531514	1060029
SYST-MOR-0007390.bam	SYST-MOR-0007390	samtools 1.21	63427668	31917271	31510397	53976692	59163102	4264566	2010502	600836
SYST-MOR-0007391.bam	SYST-MOR-0007391	samtools 1.21	81720726	41067763	40652963	68704426	76196492	5524234	2743818	855888
SYST-MOR-0007392.bam	SYST-MOR-0007392	samtools 1.21	72273269	36401523	35871746	60337918	67204516	5068753	2537512	791995
SYST-MOR-0007393.bam	SYST-MOR-0007393	samtools 1.21	68261040	34338535	33922505	57838710	63572244	4688796	2245588	720787
SYST-MOR-0007394.bam	SYST-MOR-0007394	samtools 1.21	76494875	38472577	38022298	65604368	71534954	4959921	2276526	724264
SYST-MOR-0007395.bam	SYST-MOR-0007395	samtools 1.21	63048436	31714039	31334397	53890716	58855342	4193094	1908440	576791
SYST-MOR-0007396.bam	SYST-MOR-0007396	samtools 1.21	82453442	41445278	41008164	68215940	76697302	5756140	3211242	985416
SYST-MOR-0007397.bam	SYST-MOR-0007397	samtools 1.21	89011606	44773837	44237769	75361550	83169852	5841754	3004498	906100
SYST-MOR-0006743.bam	SYST-MOR-0006743	samtools 1.21	89291376	45075588	44215788	70248812	82770748	6520628	4195238	1378670
SYST-MOR-0007398.bam	SYST-MOR-0007398	samtools 1.21	81137963	40843101	40294862	68214136	75532478	5605485	2714584	828089
SYST-MOR-0007399.bam	SYST-MOR-0007399	samtools 1.21	74438279	37454420	36983859	61877118	69267326	5170953	2793236	845846
SYST-MOR-0007400.bam	SYST-MOR-0007400	samtools 1.21	82214053	41416970	40797083	67772122	76299478	5914575	3171644	1001363
SYST-MOR-0007401.bam	SYST-MOR-0007401	samtools 1.21	77598535	39053320	38545215	66074890	72133018	5465517	2344300	713301
SYST-MOR-0007402.bam	SYST-MOR-0007402	samtools 1.21	74038251	37228235	36810016	61209162	68613668	5424583	2771490	883297
SYST-MOR-0007403.bam	SYST-MOR-0007403	samtools 1.21	62062970	31278885	30784085	51054298	57586828	4476142	2470470	751837
SYST-MOR-0007404.bam	SYST-MOR-0007404	samtools 1.21	78679120	39639794	39039326	64889044	72938060	5741060	2988520	919449
SYST-MOR-0007405.bam	SYST-MOR-0007405	samtools 1.21	91826883	46230841	45596042	75808694	85373866	6453017	3510814	1110800
SYST-MOR-0007406.bam	SYST-MOR-0007406	samtools 1.21	80214494	40545971	39668523	65009208	74152284	6062210	3371538	1038032
SYST-MOR-0007407.bam	SYST-MOR-0007407	samtools 1.21	72728696	36747725	35980971	55531714	67050582	5678114	4217382	1275850
SYST-MOR-0006744.bam	SYST-MOR-0006744	samtools 1.21	107989231	54499586	53489645	86891106	99825120	8164111	4615354	1436339
SYST-MOR-0007408.bam	SYST-MOR-0007408	samtools 1.21	82195956	41356801	40839155	69072692	76434510	5761446	2781024	887167
SYST-MOR-0007409.bam	SYST-MOR-0007409	samtools 1.21	80416551	40415585	40000966	70822330	75230872	5185679	1808986	526134
SYST-MOR-0007410.bam	SYST-MOR-0007410	samtools 1.21	91009597	45869126	45140471	73195974	84135272	6874325	3918384	1210441
SYST-MOR-0007411.bam	SYST-MOR-0007411	samtools 1.21	96922573	48852547	48070026	78243236	89631812	7290761	4127012	1302593
SYST-MOR-0007412.bam	SYST-MOR-0007412	samtools 1.21	99883734	50283291	49600443	83342776	92999774	6883960	3635568	1091254
SYST-MOR-0007413.bam	SYST-MOR-0007413	samtools 1.21	99222982	50002370	49220612	81218784	92091484	7131498	3916474	1197382
SYST-MOR-0007414.bam	SYST-MOR-0007414	samtools 1.21	84624205	42658054	41966151	68457210	78508188	6116017	3573882	1124628
SYST-MOR-0007415.bam	SYST-MOR-0007415	samtools 1.21	88737751	44597053	44140698	77546308	82956964	5780787	2191176	636766
SYST-MOR-0007416.bam	SYST-MOR-0007416	samtools 1.21	88512064	44620897	43891167	70891632	81892326	6619738	3847696	1225280
SYST-MOR-0007417.bam	SYST-MOR-0007417	samtools 1.21	74221608	37334111	36887497	63342388	69094360	5127248	2224900	663694
SYST-MOR-0006745.bam	SYST-MOR-0006745	samtools 1.21	67389827	33930224	33459603	55941606	62642854	4746973	2451232	751010
SYST-MOR-0007418.bam	SYST-MOR-0007418	samtools 1.21	104871204	52686043	52185161	89743240	97678548	7192656	3065162	918037
SYST-MOR-0007419.bam	SYST-MOR-0007419	samtools 1.21	69323513	34954364	34369149	54714864	64119594	5203919	3424460	1048159
SYST-MOR-0007420.bam	SYST-MOR-0007420	samtools 1.21	85125160	42948139	42177021	68690744	78660624	6464536	3598520	1116178
SYST-MOR-0007421.bam	SYST-MOR-0007421	samtools 1.21	117489488	59190069	58299419	96890200	109469600	8019888	4485954	1391410
SYST-MOR-0007422.bam	SYST-MOR-0007422	samtools 1.21	94066247	47485359	46580888	73897334	87132362	6933885	4660892	1483634
SYST-MOR-0007423.bam	SYST-MOR-0007423	samtools 1.21	91348811	46062117	45286694	69820304	84566984	6781827	5013708	1611842
SYST-MOR-0007424.bam	SYST-MOR-0007424	samtools 1.21	104901498	52787960	52113538	82387204	97154370	7747128	5190464	1574770
SYST-MOR-0007425.bam	SYST-MOR-0007425	samtools 1.21	73434905	36971088	36463817	58313056	67998350	5436555	3427090	1063359
SYST-MOR-0007426.bam	SYST-MOR-0007426	samtools 1.21	54976330	27658482	27317848	47358014	51349290	3627040	1539620	455177
SYST-MOR-0007427.bam	SYST-MOR-0007427	samtools 1.21	108564329	54606825	53957504	94198346	101505442	7058887	2811862	845551
SYST-MOR-0006746.bam	SYST-MOR-0006746	samtools 1.21	84906240	42843938	42062302	67705334	78669350	6236890	3729900	1187204
SYST-MOR-0007428.bam	SYST-MOR-0007428	samtools 1.21	86962089	43850839	43111250	68256634	80501808	6460281	4364518	1328178
SYST-MOR-0007429.bam	SYST-MOR-0007429	samtools 1.21	222430740	112046982	110383758	182212672	207833292	14597448	8875148	2752037
SYST-MOR-0007430.bam	SYST-MOR-0007430	samtools 1.21	118769684	59846841	58922843	97611546	110521808	8247876	4674972	1415727
SYST-MOR-0007431.bam	SYST-MOR-0007431	samtools 1.21	41802847	21125581	20677266	34107048	38861296	2941551	1662716	509147
SYST-MOR-0007432.bam	SYST-MOR-0007432	samtools 1.21	78328795	39549579	38779216	61315554	72487536	5841259	3874222	1253520
SYST-MOR-0007433.bam	SYST-MOR-0007433	samtools 1.21	93455324	47168849	46286475	73925668	86381936	7073388	4320410	1392162
SYST-MOR-0007434.bam	SYST-MOR-0007434	samtools 1.21	87327745	43918015	43409730	70268578	81000774	6326971	3781534	1212874
SYST-MOR-0007435.bam	SYST-MOR-0007435	samtools 1.21	107316396	53968781	53347615	90930266	100031144	7285252	3402586	1026807
SYST-MOR-0007436.bam	SYST-MOR-0007436	samtools 1.21	91377490	46014965	45362525	74679704	84826286	6551204	3617222	1135609
SYST-MOR-0007437.bam	SYST-MOR-0007437	samtools 1.21	75114190	37888955	37225235	62597350	69707512	5406678	2654756	819868
SYST-MOR-0006747.bam	SYST-MOR-0006747	samtools 1.21	63685067	32126219	31558848	51571370	58524232	5160835	2520528	715146
SYST-MOR-0007438.bam	SYST-MOR-0007438	samtools 1.21	87857021	44222202	43634819	74043116	81785152	6071869	2886990	884339
SYST-MOR-0007439.bam	SYST-MOR-0007439	samtools 1.21	96210573	48352236	47858337	81063678	89583198	6627375	3245236	998391
SYST-MOR-0007440.bam	SYST-MOR-0007440	samtools 1.21	91287436	45906890	45380546	76820014	85050694	6236742	3077450	919828
SYST-MOR-0007441.bam	SYST-MOR-0007441	samtools 1.21	73917406	37249223	36668183	59981860	68476828	5440578	3135074	982408
SYST-MOR-0007442.bam	SYST-MOR-0007442	samtools 1.21	95864447	48325904	47538543	77512664	88751962	7112485	4084356	1271903
SYST-MOR-0007443.bam	SYST-MOR-0007443	samtools 1.21	105161791	52964636	52197155	86498908	97579830	7581961	4141658	1235533
SYST-MOR-0007444.bam	SYST-MOR-0007444	samtools 1.21	88126364	44306217	43820147	76361296	82404730	5721634	2350862	708317
SYST-MOR-0007445.bam	SYST-MOR-0007445	samtools 1.21	320816392	161538117	159278275	263954820	298492962	22323430	12687936	4107144
SYST-MOR-0007446.bam	SYST-MOR-0007446	samtools 1.21	118991872	59874539	59117333	97135680	110531282	8460590	4752634	1515542
SYST-MOR-0007447.bam	SYST-MOR-0007447	samtools 1.21	106346171	53518598	52827573	89425872	98859526	7486645	3506042	1080422
SYST-MOR-0006748.bam	SYST-MOR-0006748	samtools 1.21	87775018	44258458	43516560	72500246	80951204	6823814	3120226	900337
SYST-MOR-0007448.bam	SYST-MOR-0007448	samtools 1.21	58082585	29225207	28857378	49398372	54190110	3892475	1833932	566669
SYST-MOR-0007449.bam	SYST-MOR-0007449	samtools 1.21	81923669	41222006	40701663	67692396	76134056	5789613	3166384	1020529
SYST-MOR-0007450.bam	SYST-MOR-0007450	samtools 1.21	77582351	39022224	38560127	66387332	72373800	5208551	2342452	731093
SYST-MOR-0007451.bam	SYST-MOR-0007451	samtools 1.21	79131053	40021682	39109371	64425252	73188318	5942735	3217450	996133
SYST-MOR-0007452.bam	SYST-MOR-0007452	samtools 1.21	95360328	47963440	47396888	80778532	88901622	6458706	3192308	961550
SYST-MOR-0007453.bam	SYST-MOR-0007453	samtools 1.21	66015296	33177848	32837448	55178198	61671508	4343788	2413202	742727
SYST-MOR-0007454.bam	SYST-MOR-0007454	samtools 1.21	80823105	40754017	40069088	65036326	74953796	5869309	3492152	1128775
SYST-MOR-0007455.bam	SYST-MOR-0007455	samtools 1.21	59534957	29970911	29564046	48292838	55298122	4236835	2519492	794437
SYST-MOR-0007456.bam	SYST-MOR-0007456	samtools 1.21	72413381	36487990	35925391	58932672	67147340	5266041	2928166	888228
SYST-MOR-0007457.bam	SYST-MOR-0007457	samtools 1.21	75231592	37915224	37316368	60447300	69737422	5494170	3280058	1031675
SYST-MOR-0006749.bam	SYST-MOR-0006749	samtools 1.21	78265516	39532350	38733166	61793080	71967342	6298174	3672750	1088740
SYST-MOR-0007458.bam	SYST-MOR-0007458	samtools 1.21	83097699	41884252	41213447	67285110	77005574	6092125	3496142	1103954
SYST-MOR-0007459.bam	SYST-MOR-0007459	samtools 1.21	101121180	50988343	50132837	83728218	93720554	7400626	3689688	1126657
SYST-MOR-0007460.bam	SYST-MOR-0007460	samtools 1.21	95470306	48039270	47431036	81790316	89121924	6348382	2859262	813704
SYST-MOR-0007461.bam	SYST-MOR-0007461	samtools 1.21	76192886	38367425	37825461	62734706	70838318	5354568	2850176	903732
SYST-MOR-0007462.bam	SYST-MOR-0007462	samtools 1.21	83087897	41896585	41191312	65723248	77135786	5952111	3939412	1306585
SYST-MOR-0007463.bam	SYST-MOR-0007463	samtools 1.21	82253144	41463712	40789432	66854628	76432438	5820706	3472874	1047185
SYST-MOR-0007464.bam	SYST-MOR-0007464	samtools 1.21	81122344	40886680	40235664	65322574	75247120	5875224	3518592	1133768
SYST-MOR-0007465.bam	SYST-MOR-0007465	samtools 1.21	79009081	39788176	39220905	66012578	73544504	5464577	2757386	854692
SYST-MOR-0007466.bam	SYST-MOR-0007466	samtools 1.21	72861116	36722845	36138271	59145242	67623148	5237968	3082230	965425
SYST-MOR-0007467.bam	SYST-MOR-0007467	samtools 1.21	78221584	39392810	38828774	63297140	72579134	5642450	3366744	1047142
SYST-MOR-0006750.bam	SYST-MOR-0006750	samtools 1.21	104090721	52571477	51519244	82124548	96966374	7124347	4889504	1576534
SYST-MOR-0007468.bam	SYST-MOR-0007468	samtools 1.21	95743066	48113997	47629069	84828302	89851546	5891520	2041466	581879
SYST-MOR-0007469.bam	SYST-MOR-0007469	samtools 1.21	94267954	47488765	46779189	74006904	87613294	6654660	4699572	1476979
SYST-MOR-0007470.bam	SYST-MOR-0007470	samtools 1.21	101376908	51324686	50052222	81424664	93925492	7451416	4429534	1413724
SYST-MOR-0007471.bam	SYST-MOR-0007471	samtools 1.21	90067249	45356435	44710814	72111654	83087170	6980079	3948638	1142377
SYST-MOR-0007472.bam	SYST-MOR-0007472	samtools 1.21	89154191	44933128	44221063	73196814	82899054	6255137	3614674	1106313
SYST-MOR-0007473.bam	SYST-MOR-0007473	samtools 1.21	86994439	43888086	43106353	68770478	80539754	6454685	4064902	1313486
SYST-MOR-0007474.bam	SYST-MOR-0007474	samtools 1.21	83709733	42320145	41389588	66975998	77222126	6487607	3653150	1151441
SYST-MOR-0007475.bam	SYST-MOR-0007475	samtools 1.21	87978932	44170525	43808407	77170604	82386444	5592488	2118054	621726
SYST-MOR-0007476.bam	SYST-MOR-0007476	samtools 1.21	83831236	42164316	41666920	72782516	78376820	5454416	2189512	650808
SYST-MOR-0007477.bam	SYST-MOR-0007477	samtools 1.21	146510564	73845697	72664867	117582458	136641202	9869362	6561300	2079290
SYST-MOR-0006751.bam	SYST-MOR-0006751	samtools 1.21	101291785	51039915	50251870	83565812	95169832	6121953	3901782	1272166
SRR14632929.bam	SRR14632929	samtools 1.21	160570048	81513805	79056243	119871824	148355846	12214202	14260420	4363808
SYST-MOR-0007478.bam	SYST-MOR-0007478	samtools 1.21	72332718	36465800	35866918	58465018	67321224	5011494	3122936	990635
SYST-MOR-0007479.bam	SYST-MOR-0007479	samtools 1.21	88402968	44594903	43808065	70468330	81850066	6552902	4063952	1315668
SYST-MOR-0007480.bam	SYST-MOR-0007480	samtools 1.21	91488177	46188469	45299708	72300896	84664316	6823861	4386898	1361223
SYST-MOR-0007481.bam	SYST-MOR-0007481	samtools 1.21	75129723	37877410	37252313	59238394	69598434	5531289	3664768	1152311
SYST-MOR-0007482.bam	SYST-MOR-0007482	samtools 1.21	77124389	38803459	38320930	62891630	71644998	5479391	3196070	1020233
SYST-MOR-0007483.bam	SYST-MOR-0007483	samtools 1.21	116602499	58755531	57846968	95039320	108247652	8354847	4670810	1471097
SYST-MOR-0006752.bam	SYST-MOR-0006752	samtools 1.21	115202809	58125132	57077677	92999710	107562194	7640615	4915102	1597945
SYST-MOR-0006753.bam	SYST-MOR-0006753	samtools 1.21	87772457	44269610	43502847	68603386	80972888	6799569	4250122	1368617
SYST-MOR-0006754.bam	SYST-MOR-0006754	samtools 1.21	114664094	57652456	57011638	96921740	106692360	7971734	3562180	1047508
SYST-MOR-0006755.bam	SYST-MOR-0006755	samtools 1.21	84550168	42713129	41837039	65476780	77977136	6573032	4336716	1377280
SYST-MOR-0006756.bam	SYST-MOR-0006756	samtools 1.21	80721570	40729049	39992521	64639268	74498292	6223278	3426486	1068842
SYST-MOR-0006757.bam	SYST-MOR-0006757	samtools 1.21	71481185	36052013	35429172	58016772	66884808	4596377	2983586	943851
SYST-MOR-0006758.bam	SYST-MOR-0006758	samtools 1.21	97182294	49066001	48116293	77142724	90894026	6288268	4720336	1486513
SYST-MOR-0006759.bam	SYST-MOR-0006759	samtools 1.21	104187025	52534345	51652680	80938940	97240956	6946069	5481550	1791077
SYST-MOR-0006760.bam	SYST-MOR-0006760	samtools 1.21	101008622	50847451	50161171	78728336	94076366	6932256	5091760	1578607
SYST-MOR-0006761.bam	SYST-MOR-0006761	samtools 1.21	97271889	49211371	48060518	77118258	89792978	7478911	4283114	1344958
SRR14632932.bam	SRR14632932	samtools 1.21	222901203	112793052	110108151	172218220	206694498	16206705	16970030	4926672
SYST-MOR-0006762.bam	SYST-MOR-0006762	samtools 1.21	97009811	48951902	48057909	77921618	89837884	7171927	4161974	1272749
SYST-MOR-0006763.bam	SYST-MOR-0006763	samtools 1.21	121226249	61224228	60002021	94894428	111855360	9370889	5901080	1831550
SYST-MOR-0006764.bam	SYST-MOR-0006764	samtools 1.21	89282624	44975767	44306857	74678024	83032058	6250566	3032712	922775
SYST-MOR-0006765.bam	SYST-MOR-0006765	samtools 1.21	116622537	58964762	57657775	91535980	108724238	7898299	5776138	1859776
SYST-MOR-0006766.bam	SYST-MOR-0006766	samtools 1.21	88052697	44536350	43516347	69357316	81836642	6216055	4157750	1306635
SYST-MOR-0006767.bam	SYST-MOR-0006767	samtools 1.21	88043247	44497582	43545665	66786398	81865410	6177837	4970916	1608320
SYST-MOR-0006768.bam	SYST-MOR-0006768	samtools 1.21	100325376	50679876	49645500	79400452	93307970	7017406	4694100	1465285
SYST-MOR-0006769.bam	SYST-MOR-0006769	samtools 1.21	96100022	48442229	47657793	76612562	88918850	7181172	4289504	1332851
SYST-MOR-0006770.bam	SYST-MOR-0006770	samtools 1.21	123040272	62066988	60973284	96038932	113710392	9329880	6083098	1905284
SYST-MOR-0006771.bam	SYST-MOR-0006771	samtools 1.21	92922395	46870876	46051519	74419720	86097590	6824805	3974586	1263561
SRR14632934.bam	SRR14632934	samtools 1.21	300624334	151791889	148832445	243808728	279920906	20703428	19226660	5138010
SYST-MOR-0006772.bam	SYST-MOR-0006772	samtools 1.21	99030689	50045339	48985350	76823178	91264490	7766199	5056676	1563719
SYST-MOR-0006773.bam	SYST-MOR-0006773	samtools 1.21	65253835	32949390	32304445	51042106	60663966	4589869	3227212	1054327
SYST-MOR-0006774.bam	SYST-MOR-0006774	samtools 1.21	104403922	52650186	51753736	82972178	97685746	6718176	4779196	1597758
SYST-MOR-0006775.bam	SYST-MOR-0006775	samtools 1.21	118247351	59760117	58487234	91189092	109248174	8999177	6101164	1973003
SYST-MOR-0006776.bam	SYST-MOR-0006776	samtools 1.21	124915128	63121256	61793872	98029456	116014406	8900722	5969790	1876548
SYST-MOR-0006777.bam	SYST-MOR-0006777	samtools 1.21	104566120	52826016	51740104	80986398	96737684	7828436	5419276	1750406
SYST-MOR-0006778.bam	SYST-MOR-0006778	samtools 1.21	103137156	52089112	51048044	82740658	95471314	7665842	4475914	1401111
SYST-MOR-0006779.bam	SYST-MOR-0006779	samtools 1.21	93362899	46952270	46410629	77292512	86834872	6528027	3495056	1104144
SYST-MOR-0006780.bam	SYST-MOR-0006780	samtools 1.21	109072469	55043858	54028611	85887230	100935916	8136553	5266060	1721307
SYST-MOR-0006781.bam	SYST-MOR-0006781	samtools 1.21	104923211	52939772	51983439	83264294	98260820	6662391	5043774	1696410
SRR14632950.bam	SRR14632950	samtools 1.21	205926070	103658990	102267080	181897524	193713984	12212086	6570624	1686459
SYST-MOR-0007484.bam	SYST-MOR-0007484	samtools 1.21	159420163	80118557	79301606	141885758	149759526	9660637	3192040	937300
SYST-MOR-0007485.bam	SYST-MOR-0007485	samtools 1.21	110075843	55437066	54638777	92366332	102856932	7218911	3898688	1174882
SYST-MOR-0007486.bam	SYST-MOR-0007486	samtools 1.21	112765517	56876856	55888661	90481668	104790956	7974561	4943144	1599550
SYST-MOR-0007487.bam	SYST-MOR-0007487	samtools 1.21	116799883	58909614	57890269	94917912	108769494	8030389	4826934	1545916
SYST-MOR-0007488.bam	SYST-MOR-0007488	samtools 1.21	86551285	43597562	42953723	68322318	80414724	6136561	4130954	1326460
SYST-MOR-0007489.bam	SYST-MOR-0007489	samtools 1.21	71529856	36120696	35409160	55769746	66096346	5433510	3629452	1192283
SYST-MOR-0007490.bam	SYST-MOR-0007490	samtools 1.21	89401502	45049761	44351741	72160666	82894836	6506666	3763120	1187964
SYST-MOR-0007491.bam	SYST-MOR-0007491	samtools 1.21	102674488	51681493	50992995	85943812	95532160	7142328	3466178	1095122
SYST-MOR-0007492.bam	SYST-MOR-0007492	samtools 1.21	100929414	50870179	50059235	82388330	93608730	7320684	3995532	1291223
SYST-MOR-0007493.bam	SYST-MOR-0007493	samtools 1.21	114137517	57464540	56672977	97333358	106599760	7537757	3460150	1071453
SYST-MOR-0007494.bam	SYST-MOR-0007494	samtools 1.21	85387082	42964036	42423046	70285588	79533064	5854018	3242020	1016065
SYST-MOR-0007495.bam	SYST-MOR-0007495	samtools 1.21	106364138	53593454	52770684	87575330	99070432	7293706	4098480	1324127
SYST-MOR-0007496.bam	SYST-MOR-0007496	samtools 1.21	102322480	51567411	50755069	83601602	95287024	7035456	4072334	1346931
SYST-MOR-0007497.bam	SYST-MOR-0007497	samtools 1.21	88047226	44353664	43693562	72346120	81898416	6148810	3379614	1106382
SYST-MOR-0007498.bam	SYST-MOR-0007498	samtools 1.21	63672551	32182361	31490190	46288682	58794880	4877671	4162094	1418807
SYST-MOR-0007499.bam	SYST-MOR-0007499	samtools 1.21	75588484	38239840	37348644	53825558	69895018	5693466	5403958	1793662
SYST-MOR-0007500.bam	SYST-MOR-0007500	samtools 1.21	86237540	43555224	42682316	60994256	79550240	6687300	6129508	2046911
SYST-MOR-0007501.bam	SYST-MOR-0007501	samtools 1.21	160852427	81032808	79819619	132677458	150198606	10653821	6506172	2046436
SYST-MOR-0007502.bam	SYST-MOR-0007502	samtools 1.21	108084286	54420086	53664200	90430300	101161234	6923052	3793402	1251108
